"paperId","authorid","Paper-Author","paperTitle","DocumentType","aggregationType","doi","url","ISSN1","ISSN2","ISBN","issue","volume","pageRange","coverDatePaper",year,"citationsPaper","ConferenceEdition","ConferenceName","CorrespondenceAddress","sourceID","sourceName","publisher","SJR","indexhJournal","authorName","AffiliationID","nameAffiliation","country","docNumberAuthor","citationsAuthor","hindexAuthor","pubBeginning","pubEnd"
"84993949732","56417844900","(P)84993949732-(A)56417844900","Ore petrography using optical image analysis: Application to zaruma-portovelo deposit (Ecuador)","Article","Journal","10.3390/geosciences6020030","https://api.elsevier.com/content/abstract/scopus_id/84993949732","20763263","","","2","6",,"2016-06-01",2016,"3","","","Berrezueta, E.; Instituto Geológico y Minero de España, C/Matemático Pedrayes, 25, Spain; email: e.berrezueta@igme.es","21100284944","Geosciences (Switzerland)","MDPI AG Postfach Basel CH-4005","0,451","12","Banda R.","60072042","University of Guayaquil","Ecuador","3","5","1","2005"," 2016"
"85045515820","57201644373","(P)85045515820-(A)57201644373","Endurance training and its effects in competition at altitude in the Ecuadorian soccer El entrenamiento de la resistencia y sus efectos en la competición en la altura en el fútbol ecuatoriano","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85045515820","19882041","15791726","","33",,"221-227","2018-01-01",2018,"0","","","","21100468901","Retos","Federacion Espanola de Docentes de Educacion Fisicafeadef@gmail.com","0,260","3","Guerra Santiesteban J.","60072042","Universidad de Guayaquil","Ecuador","3","2","1","2017"," 2018"
"85044459658","57201644373","(P)85044459658-(A)57201644373","Pedagogic strategy to reduce and to prevent the consumption of drugs from physical education Estrategia pedagógica para reducir y prevenir el consumo de drogas desde la educación física","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85044459658","15613011","08640300","","2","36","111-126","2017-04-01",2017,"2","","","Guillen Pereira, L.; Universidad Metropolitana del EcuadorEcuador; email: lguillen@umet.edu.ec","13562","Revista Cubana de Investigaciones Biomedicas","Editorial Ciencias Medicas","0,130","8","Guerra Santiesteban J.","60072042","Universidad de Guayaquil","Ecuador","3","2","1","2017"," 2018"
"85045506021","57201644373","(P)85045506021-(A)57201644373","Relationship between anxiety and physical exercise Relación entre ansiedad y ejercicio físico","Review","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85045506021","15613011","08640300","","2","36","169-177","2017-04-01",2017,"0","","","Guerra Santiesteban, J.R.; Universidad de GuayaquilEcuador; email: manati280173@yahoo.es","13562","Revista Cubana de Investigaciones Biomedicas","Editorial Ciencias Medicas","0,130","8","Guerra Santiesteban J.","60072042","Universidad de Guayaquil","Ecuador","3","2","1","2017"," 2018"
"85033224335","57196440324","(P)85033224335-(A)57196440324","Educational learning using interactive contents by Terrestrial Digital TV Aprendizaje educativo usando contenidos interactivos por TV Digital Terrestre","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033224335",,,"9781941763667",,,"248-252","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Trujillo X.","60072042","University of Guayaquil","Ecuador","3","0","0","2017"," 2017"
"85033233868","57196440324","(P)85033233868-(A)57196440324","Dynamic system of learning assessment method of students in the classroom Sistema Dinamico Del Metodo De Evaluacion De Aprendizaje De Los Estudiantes Dentro Del Aula","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033233868",,,"9781941763667",,,"257-261","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Trujillo X.","60072042","University of Guayaquil","Ecuador","3","0","0","2017"," 2017"
"85033228679","57196440324","(P)85033228679-(A)57196440324","Design of an educational simulator in MATLAB as support for the teaching of concave mirrors Diseño de un Simulador Educativo en MATLAB como Soporte a la Enseñanza de Espejos Cóncavos","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033228679",,,"9781941763667",,,"243-247","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Trujillo X.","60072042","University of Guayaquil","Ecuador","3","0","0","2017"," 2017"
"0031308560","7103114393","(P)0031308560-(A)7103114393","Intestinal perforation caused by chicken bone mimicking perforated colonic diverticulitis Perforación intestinal por hueso de pollo simulando una diverticulitis colónica perforada.","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/0031308560","03009033","","","5","27","329-330","1997-12-01",1997,"10","","","Gómez, N.","27821","Acta gastroenterologica Latinoamericana",,"0,138","15","Andrade R.","60072042","Universidad de Guayaquil","Ecuador","3","12","2","1997"," 1998"
"85038810426","36988071000","(P)85038810426-(A)36988071000","Pedagogical relationship: Max van manen’s pedagogy in the sources of educational experience La relación pedagógica: En las fuentes de la experiencia educativa con van Manen","Article","Journal","10.5209/RCED.51925","https://api.elsevier.com/content/abstract/scopus_id/85038810426","19882793","11302496","","1","29","27-41","2018-01-01",2018,"0","","","Ayala Carabajo, R.; Universidad de GuayaquilEcuador; email: raquelayalac@gmail.com","19300156930","Revista Complutense de Educacion","Universidad Complutense de Madridrcha@ghis.ucm.es","0,322","8","Ayala Carabajo R.","60072042","University of Guayaquil","Ecuador","3","4","1","2011"," 2018"
"85045432009","57196148857","(P)85045432009-(A)57196148857","Private cloud based on open source Owncloud. Case study school of Computation and informatics Nube privada basada en código abierto Owncloud. Caso de estudio Escuela de Computación e Informática de la Universidad Agraria del Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85045432009","07981015","","","15","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","Vásquez-Bermúdez M.","60072042","Universidad de Guayaquil","Ecuador","3","0","0","2017"," 2018"
"85032038011","57196148857","(P)85032038011-(A)57196148857","Analysis of a network fault detection system to support decision making","Conference Paper","Book Series","10.1007/978-3-319-67283-0_6","https://api.elsevier.com/content/abstract/scopus_id/85032038011","18650929","","9783319672823",,"749","72-83","2017-01-01",2017,"0","","3rd International Conference on Technologies and Innovation, CITI 2017","Avilés-Vera, M.P.; Escuela de Ingeniería en Computación e Informática, Facultad de Ciencias Agrarias, Universidad Agraria del Ecuador, Av. 25 de Julio y Pio Jaramillo, Ecuador; email: maviles@uagraria.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlagservice@springer.de","0,170","35","Vásquez-Bermúdez M.","60072042","Universidad de Guayaquil","Ecuador","3","0","0","2017"," 2018"
"85032027134","57196148857","(P)85032027134-(A)57196148857","Applying a software estimation method to the human resources management based on PMBOK","Conference Paper","Book Series","10.1007/978-3-319-67283-0_8","https://api.elsevier.com/content/abstract/scopus_id/85032027134","18650929","","9783319672823",,"749","96-112","2017-01-01",2017,"0","","3rd International Conference on Technologies and Innovation, CITI 2017","Castro, G.F.; University of GuayaquilEcuador; email: gilberto.castro@cu.ucsg.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Vásquez-Bermúdez M.","60072042","Universidad de Guayaquil","Ecuador","3","0","0","2017"," 2018"
"85042399588","57196718939","(P)85042399588-(A)57196718939","Automation and implementation of a Business Process Management (BPM) system for the project management process based on the level 3 Capability Maturity Model Integration (CMMI - DEV) methodologies for Professional Services Cima-E S.A. Automatización e implementación de un sistema de Administración de Procesos de Negocio (BPM) para el proceso de administración de proyectos basado en las metodologías Capability Maturity Model Integration (CMMI - DEV) nivel 3 para Servicios Profesionales Cima-E S.A.","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85042399588","07981015","","","7","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espaciosvaldiviesor@cantv.net","0,144","6","Bonilla Bermeo J.","60072042","Universidad de Guayaquil","Ecuador","3","0","0","2017"," 2018"
"85053235237","57196718939","(P)85053235237-(A)57196718939","Permanent income hypothesis: Foundations and evaluation at the local level Hipótesis del ingreso permanente: Fundamentos y evaluación a nivel local","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85053235237","07981015","","","37","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","Bonilla Bermeo J.","60072042","Universidad de Guayaquil","Ecuador","3","0","0","2017"," 2018"
"0021734064","6506420515","(P)0021734064-(A)6506420515","Human Gnathostomiasis in Ecuador (Nodular Migratory Eosinophilic Panniculitis): First Finding of the Parasite in South America","Article","Journal","10.1111/j.1365-4362.1984.tb01224.x","https://api.elsevier.com/content/abstract/scopus_id/0021734064","13654632","00119059","","10","23","647-651","1984-01-01",1984,"34","","","Ollague, W.P.O. Box 6659, Guayaquil, Ecuador","24838","International Journal of Dermatology",,"0,610","80","Penaherrera S.","60072042","University of Guayaquil","Ecuador","3","42","3","1982"," 1984"
"85044751086","57200494135","(P)85044751086-(A)57200494135","Genetic analysis of the mutations in HIV-1 infected population in Ecuador Análisis genético de las mutaciones presentes en las poblaciones virales en pacientes con infección por VIH-1 en Ecuador","Article","Journal","10.4067/s0716-10182018000100049","https://api.elsevier.com/content/abstract/scopus_id/85044751086","07161018","","","1","35","49-61","2018-01-01",2018,"0","","","Correa-Sierra, C.; Departamento de Investigación, Desarrollo e Innovación, Instituto Nacional de Investigación en Salud Pública “Leopoldo Izquieta Pérez”, Facultad de Ciencias Médicas, Universidad de GuayaquilEcuador; email: consuelocorreasierra@gmail.com","3500148007","Revista Chilena de Infectologia","Sociedad Chilena de Infectologia","0,202","16","Gómez-Andrade L.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"85041412800","57200494135","(P)85041412800-(A)57200494135","Implementation and usefulness of pyrosequencing in viral populations of patients with HIV-1 in Ecuador Implementación y utilidad de la pirosecuenciación en las poblaciones virales de pacientes con VIH-1 en Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85041412800","15613054","03750760","","2","69","45-56","2017-05-01",2017,"1","","","Correa-Sierra, C.; Instituto Nacional de Investigación en Salud PúblicaEcuador; email: consuelocorreasierra@gmail.com","23044","Revista Cubana de Medicina Tropical","Editorial Ciencias Medicas","0,143","16","Gómez-Andrade L.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"84961127959","57147349900","(P)84961127959-(A)57147349900","Owa aggregation for attenuating missing data problems","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/84961127959",,,"9781941763292",,"1","157-162","2015-01-01",2015,"0","","19th World Multi-Conference on Systemics, Cybernetics and Informatics, WMSCI 2015","","21100451437","WMSCI 2015 - 19th World Multi-Conference on Systemics, Cybernetics and Informatics, Proceedings","International Institute of Informatics and Systemics, IIIS","0,119","4","Guijarro A.","60072042","University of Guayaquil","Ecuador","2","1","1","2015"," 2015"
"84959440465","57147349900","(P)84959440465-(A)57147349900","A model for categorization of concrete by digital image processing Un modelo para la categorización de hormigones mediante procesamiento digital de imágenes","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/84959440465",,,"9781941763315",,,"223-227","2015-01-01",2015,"1","","Decima Cuarta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2015, Decimo Segundo Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2015 - 14th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2015, 12th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2015","","21100448520","CISCI 2015 - Decima Cuarta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Segundo Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2015 - Memorias","International Institute of Informatics and Systemics, IIIS","0,100","1","Guijarro A.","60072042","University of Guayaquil","Ecuador","2","1","1","2015"," 2015"
"85044751086","57200504319","(P)85044751086-(A)57200504319","Genetic analysis of the mutations in HIV-1 infected population in Ecuador Análisis genético de las mutaciones presentes en las poblaciones virales en pacientes con infección por VIH-1 en Ecuador","Article","Journal","10.4067/s0716-10182018000100049","https://api.elsevier.com/content/abstract/scopus_id/85044751086","07161018","","","1","35","49-61","2018-01-01",2018,"0","","","Correa-Sierra, C.; Departamento de Investigación, Desarrollo e Innovación, Instituto Nacional de Investigación en Salud Pública “Leopoldo Izquieta Pérez”, Facultad de Ciencias Médicas, Universidad de GuayaquilEcuador; email: consuelocorreasierra@gmail.com","3500148007","Revista Chilena de Infectologia","Sociedad Chilena de Infectologia","0,202","16","Hermida-Álava K.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"85041412800","57200504319","(P)85041412800-(A)57200504319","Implementation and usefulness of pyrosequencing in viral populations of patients with HIV-1 in Ecuador Implementación y utilidad de la pirosecuenciación en las poblaciones virales de pacientes con VIH-1 en Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85041412800","15613054","03750760","","2","69","45-56","2017-05-01",2017,"1","","","Correa-Sierra, C.; Instituto Nacional de Investigación en Salud PúblicaEcuador; email: consuelocorreasierra@gmail.com","23044","Revista Cubana de Medicina Tropical","Editorial Ciencias Medicas","0,143","16","Hermida-Álava K.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"85042162102","57200673898","(P)85042162102-(A)57200673898","Tree of shortcomings like tool for the improvement of the process. XPZ cement case study Árbol de fallo como herramienta para la mejora de procesos. Estudio de caso cementera XPZ","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85042162102","07981015","","","6","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios valdiviesor@cantv.net","0,144","6","Mazaira Rodríguez Z.","60072042","University of Guayaquil","Ecuador","2","0","0","2018"," 2018"
"85042155358","57200673898","(P)85042155358-(A)57200673898","Analysis of the quality of the mensurations in the laboratory process Análisis de la calidad de las mediciones en el proceso de laboratorio","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85042155358","07981015","","","6","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios valdiviesor@cantv.net","0,144","6","Mazaira Rodríguez Z.","60072042","University of Guayaquil","Ecuador","2","0","0","2018"," 2018"
"85051469580","57200075827","(P)85051469580-(A)57200075827","Human capabilities empowerment: The Children's Centers of Good Living in Ecuador El potenciamiento de las capacidades humanas: Los Centros Infantiles del Buen Vivir en el Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85051469580","07981015","","","32","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","Morán Chiquito D.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2018"
"85039039497","57200075827","(P)85039039497-(A)57200075827","Primarization of foreign trade and ecologically unequal exchange in Ecuador Primarización del comercio exterior e intercambio ecológicamente desigual en el Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85039039497","07981015","","","61","38",,"2017-01-01",2017,"0","","","","11200153556","Espacios","Revista Espacios valdiviesor@cantv.net","0,144","6","Morán Chiquito D.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2018"
"85045520289","57201647285","(P)85045520289-(A)57201647285","Menopause and physical activity: A manual for physical-educational care Menopausia y actividad física: Manual para la atención físico-educativa","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85045520289","15613011","08640300","","2","36","138-149","2017-04-01",2017,"0","","","Heras Córdova, M.M.; Facultad de Educación Física, Deportes y Recreación, Universidad de GuayaquilEcuador; email: monicamheras@hotmail.com","13562","Revista Cubana de Investigaciones Biomedicas","Editorial Ciencias Medicas","0,130","8","Álava Magallanes G.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2017"
"85052647578","57201647285","(P)85052647578-(A)57201647285","Biomechanical fundamentals of sports wrestling Fundamentos biomecánicos de la lucha deportiva","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85052647578","15613011","08640300","","3","36",,"2017-09-01",2017,"0","","","Gonzales Catalá, S.A.; Universidad de GuayaquilEcuador; email: silviogc047@gmail.com","13562","Revista Cubana de Investigaciones Biomedicas","Editorial Ciencias Medicas","0,130","8","Álava Magallanes G.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2017"
"85047113022","57194132633","(P)85047113022-(A)57194132633","Ecuador and its monetary obstinacy: Causes of the prolonged validity of the gold exchange standard Ecuador y su obstinación monetaria: Causas de la dilatada vigencia del patrón de cambio oro","Review","Journal","10.18232/alhe.884","https://api.elsevier.com/content/abstract/scopus_id/85047113022","20073496","14052253","","2","25","106-145","2018-05-01",2018,"0","","","Paredes, G.J.; Universidad de GuayaquilEcuador; email: gonzalo.paredesr@ug.edu.ec","21100228046","America Latina en la Historia Economica","Instituto de Investigaciones Dr. Jose Maria Luis Mora alhe@institutomora.edu.mx","0,134","3","Paredes G.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2018"
"85018804227","57194132633","(P)85018804227-(A)57194132633","Ecuador: ¿Por qué salir de la dolarización?","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85018804227","16840348","02512920","","121","2017","149-167","2017-04-01",2017,"0","","","Paredes, G.J.; Nacional de Córdoba (UNC), Facultad de Ciencias Económicas (FCE), Instituto de Investigaciones Económicas y Políticas, Universidad de Guayaquil (UG), Universidad Católica de Santiago de Guayaquil (USCG)Ecuador; email: gonzalo.paredes01@cu.ucsg.edu.ec","20454","Cepal Review","United Nations Publications unpublications@nbnbooks.com","0,122","10","Paredes G.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2018"
"85044751086","57200500707","(P)85044751086-(A)57200500707","Genetic analysis of the mutations in HIV-1 infected population in Ecuador Análisis genético de las mutaciones presentes en las poblaciones virales en pacientes con infección por VIH-1 en Ecuador","Article","Journal","10.4067/s0716-10182018000100049","https://api.elsevier.com/content/abstract/scopus_id/85044751086","07161018","","","1","35","49-61","2018-01-01",2018,"0","","","Correa-Sierra, C.; Departamento de Investigación, Desarrollo e Innovación, Instituto Nacional de Investigación en Salud Pública “Leopoldo Izquieta Pérez”, Facultad de Ciencias Médicas, Universidad de GuayaquilEcuador; email: consuelocorreasierra@gmail.com","3500148007","Revista Chilena de Infectologia","Sociedad Chilena de Infectologia","0,202","16","Castillo-Segovia M.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"85041412800","57200500707","(P)85041412800-(A)57200500707","Implementation and usefulness of pyrosequencing in viral populations of patients with HIV-1 in Ecuador Implementación y utilidad de la pirosecuenciación en las poblaciones virales de pacientes con VIH-1 en Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85041412800","15613054","03750760","","2","69","45-56","2017-05-01",2017,"1","","","Correa-Sierra, C.; Instituto Nacional de Investigación en Salud PúblicaEcuador; email: consuelocorreasierra@gmail.com","23044","Revista Cubana de Medicina Tropical","Editorial Ciencias Medicas","0,143","16","Castillo-Segovia M.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"85042676437","57200938640","(P)85042676437-(A)57200938640","Marketing strategies for marketing organic products in Ecuador Estrategias de Marketing para el mercado de productos orgánicos en el Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85042676437","07981015","","","8","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios valdiviesor@cantv.net","0,144","6","López Franco M.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2018"," 2018"
"85048642569","57200938640","(P)85048642569-(A)57200938640","Incidence of administrative tools and marketing in microenterprise development of the province of Santa Elena of Ecuador Incidencia de las herramientas administrativas y el marketing en el desarrollo microempresarial de la Provincia de Santa Elena de Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85048642569","07981015","","","24","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","López Franco M.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2018"," 2018"
"85033220374","57196440805","(P)85033220374-(A)57196440805","Transformation of Higher Education through the emergence of the Internet of Things (IOT) Transformación De La Educación Superior Por Medio Del Surgimiento Del Internet De Las Cosas (IOT).","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033220374",,,"9781941763667",,,"278-282","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Veintimilla J.","60072042","University of Guayaquil","Ecuador","2","0","0","2017"," 2017"
"85033220374","57196437166","(P)85033220374-(A)57196437166","Transformation of Higher Education through the emergence of the Internet of Things (IOT) Transformación De La Educación Superior Por Medio Del Surgimiento Del Internet De Las Cosas (IOT).","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033220374",,,"9781941763667",,,"278-282","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Veintimilla M.","60072042","University of Guayaquil","Ecuador","2","0","0","2017"," 2017"
"85044751086","57200498207","(P)85044751086-(A)57200498207","Genetic analysis of the mutations in HIV-1 infected population in Ecuador Análisis genético de las mutaciones presentes en las poblaciones virales en pacientes con infección por VIH-1 en Ecuador","Article","Journal","10.4067/s0716-10182018000100049","https://api.elsevier.com/content/abstract/scopus_id/85044751086","07161018","","","1","35","49-61","2018-01-01",2018,"0","","","Correa-Sierra, C.; Departamento de Investigación, Desarrollo e Innovación, Instituto Nacional de Investigación en Salud Pública “Leopoldo Izquieta Pérez”, Facultad de Ciencias Médicas, Universidad de GuayaquilEcuador; email: consuelocorreasierra@gmail.com","3500148007","Revista Chilena de Infectologia","Sociedad Chilena de Infectologia","0,202","16","Machado-Díaz A.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"85041412800","57200498207","(P)85041412800-(A)57200498207","Implementation and usefulness of pyrosequencing in viral populations of patients with HIV-1 in Ecuador Implementación y utilidad de la pirosecuenciación en las poblaciones virales de pacientes con VIH-1 en Ecuador","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85041412800","15613054","03750760","","2","69","45-56","2017-05-01",2017,"1","","","Correa-Sierra, C.; Instituto Nacional de Investigación en Salud PúblicaEcuador; email: consuelocorreasierra@gmail.com","23044","Revista Cubana de Medicina Tropical","Editorial Ciencias Medicas","0,143","16","Machado-Díaz A.","60072042","University of Guayaquil","Ecuador","2","1","1","2017"," 2018"
"85033228578","57196436844","(P)85033228578-(A)57196436844","Analytical tools applied to the management processes of the University Community Herramientas Analíticas Aplicadas a los Procesos de Gestión de la Comunidad Universitaria.","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033228578",,,"9781941763667",,,"237-242","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Acosta I.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2017"
"85033228418","57196436844","(P)85033228418-(A)57196436844","Integrating virtual environment as support in the management of learning in Higher Education Ambiente virtual integrador como apoyo en la gestión del aprendizaje en la Educación Superior","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033228418",,,"9781941763667",,,"272-277","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Acosta I.","60072042","Universidad de Guayaquil","Ecuador","2","0","0","2017"," 2017"
"85033220374","57196442272","(P)85033220374-(A)57196442272","Transformation of Higher Education through the emergence of the Internet of Things (IOT) Transformación De La Educación Superior Por Medio Del Surgimiento Del Internet De Las Cosas (IOT).","Conference Paper","Conference Proceeding",,"https://api.elsevier.com/content/abstract/scopus_id/85033220374",,,"9781941763667",,,"278-282","2017-01-01",2017,"0","","Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, CISCI 2017, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - 16th Ibero-American Conference on Systems, Cybernetics and Informatics, CISCI 2017, 14th Ibero-American Symposium on Education, Cybernetics and Informatics, SIECI 2017","","21100836577","CISCI 2017 - Decima Sexta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Cuarto Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2017 - Memorias","International Institute of Informatics and Systemics, IIIS",,,"Ulloa J.","60072042","University of Guayaquil","Ecuador","2","0","0","2017"," 2017"
